Generation,evals,avg,std,min,max,best_one,fitness_best_one 
212,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
213,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
214,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
215,322,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
216,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
217,366,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
218,304,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
219,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
220,324,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
221,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
222,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
223,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
224,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
225,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
226,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
227,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
228,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
229,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
230,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
231,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
232,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
233,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
234,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
235,318,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
236,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
237,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
238,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
239,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
240,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
241,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
242,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
243,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
244,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
245,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
246,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
247,356,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
248,322,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
249,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
250,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
251,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
252,356,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
253,360,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
254,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
255,360,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
256,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
257,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
258,310,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
259,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
260,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
261,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
262,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
263,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
264,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
265,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
266,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
267,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
268,308,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
269,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
270,324,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
271,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
272,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
273,356,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
274,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
275,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
276,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
277,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
278,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
279,356,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
280,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
281,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
282,320,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
283,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
284,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
285,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
286,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
287,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
288,320,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
289,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
290,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
291,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
292,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
293,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
294,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
295,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
296,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
297,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
298,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
299,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
300,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
301,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
302,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
